time, sin, cos, 1, sign(sin), exp, sqrt, atan, erf,bessel_1, bessel_2, bessel_3, sinc, struve_1, struve_2
0.45, 0.434965534111, 0.900447102353, 1, 1, 1.56831218549, 0.67082039325, 0.422853926133, 0.475481719787, 0.219352539483, 0.0248880455076, 0.0018745316961, 0.698646585066, 0.0423950605081, 0.00383033908328
0.48, 0.461779175541, 0.886994922779, 1, 1, 1.61607440219, 0.692820323028, 0.447519975157, 0.502749670695, 0.233154037611, 0.0282510060604, 0.0022710128927, 0.661837029863, 0.0481463368807, 0.00464243686326
0.51, 0.488177246883, 0.872744507646, 1, 1, 1.66529119495, 0.714142842854, 0.471615567862, 0.529243619841, 0.246798677529, 0.0318134947572, 0.00271892841012, 0.623829057784, 0.0542449372896, 0.00556055485071
0.54, 0.514135991653, 0.857708681364, 1, 1, 1.71600686218, 0.734846922835, 0.495133263468, 0.554939250456, 0.260277350453, 0.0355722971528, 0.00322114697495, 0.584814662327, 0.0606864814504, 0.00659078083452
0.57, 0.539632048734, 0.841900975162, 1, 1, 1.76826705143, 0.754983443527, 0.518068528457, 0.579815806164, 0.273581071836, 0.0395240205205, 0.00378047567668, 0.544989391961, 0.0674663441609, 0.00773910643574
0.6, 0.564642473395, 0.82533561491, 1, 1, 1.82211880039, 0.774596669241, 0.540419500271, 0.603856090848, 0.286700988064, 0.0436650967158, 0.00439965670836, 0.504551152427, 0.0745796588643, 0.00901142195718
0.63, 0.589144757942, 0.808027508312, 1, 1, 1.87761057926, 0.793725393319, 0.5621867439, 0.627046443338, 0.29962838305, 0.047991785187, 0.0050813641688, 0.463699000708, 0.0820213213959, 0.0104135113179
0.66, 0.613116851973, 0.789992231497, 1, 1, 1.9347923344, 0.812403840464, 0.583373006994, 0.649376687963, 0.312354684718, 0.0525001761317, 0.00582820092923, 0.422631938768, 0.0897859939138, 0.0119510470773
0.69, 0.636537182222, 0.771246014997, 1, 1, 1.99371553324, 0.830662386292, 0.603982978253, 0.670840062235, 0.324871471373, 0.0571861937972, 0.00664269556749, 0.381547715163, 0.0978681090074, 0.0136295855525
0.72, 0.659384671971, 0.751805729141, 1, 1, 2.05443321064, 0.848528137424, 0.624023052977, 0.691433123139, 0.337170477956, 0.0620455999192, 0.00752729937272, 0.340641642515, 0.106261873982, 0.0154545620333
0.75, 0.681638760023, 0.731688868874, 1, 1, 2.11700001661, 0.866025403784, 0.643501108793, 0.711155633654, 0.349243602175, 0.0670739972997, 0.00848438342327, 0.300105438719, 0.114961275318, 0.0174312860993
0.78, 0.7032794192, 0.710913538012, 1, 1, 2.1814722655, 0.883176086633, 0.662426293833, 0.730010431299, 0.361082910503, 0.0722668335175, 0.00951623574083, 0.260126099523, 0.123960083294, 0.0195649370418
0.81, 0.72428717437, 0.689498432952, 1, 1, 2.24790798668, 0.9, 0.680808828916, 0.748003280598, 0.372680644052, 0.0776194047715, 0.0106250585233, 0.220884809913, 0.133251856779, 0.0218605593957
0.84, 0.744643119971, 0.667462825841, 1, 1, 2.31636697678, 0.916515138991, 0.698659824721, 0.765142711455, 0.384029224303, 0.08312685985, 0.0118129654591, 0.182555901395, 0.142829948186, 0.0243230585847
0.87, 0.764328937026, 0.64482654724, 1, 1, 2.38691085352, 0.932737905309, 0.715991114416, 0.781439845491, 0.395121258696, 0.0887842042263, 0.013081979126, 0.145305861915, 0.152687508581, 0.0269571966824
0.9, 0.783326909627, 0.621609968271, 1, 1, 2.45960311116, 0.948683298051, 0.732815101787, 0.796908212423, 0.405949546079, 0.0945863042748, 0.0144340284759, 0.109292404787, 0.162817492946, 0.0297675882949
0.93, 0.801619940884, 0.597833982287, 1, 1, 2.53450917762, 0.964365076099, 0.749144624606, 0.811563558585, 0.416507081996, 0.100527891604, 0.0158709464089, 0.0746636025169, 0.173212665592, 0.0327586965667
0.96, 0.819191568301, 0.573519986072, 1, 1, 2.61169647342, 0.979795897113, 0.764992832711, 0.825423649644, 0.426787063833, 0.106603567505, 0.0173944674394, 0.0415570909489, 0.183865605713, 0.0359348293136
0.99, 0.836025978601, 0.548689860582, 1, 1, 2.69123447235, 0.994987437107, 0.780373080067, 0.838508069555, 0.436782895795, 0.112807807509, 0.0190062254546, 0.0100993486334, 0.194768713088, 0.0393001352866
1.02, 0.852108021949, 0.523365951252, 1, 1, 2.77319476396, 1.00995049384, 0.795298829985, 0.850838017701, 0.44648819373, 0.119134966051, 0.0207077515697, -0.01959494424, 0.205914213911, 0.0428586005687
1.05, 0.867423225594, 0.497571047892, 1, 1, 2.85765111806, 1.0246950766, 0.80978357257, 0.86243610609, 0.455896789778, 0.125579281238, 0.0225004720813, -0.047423463583, 0.217294166755, 0.046614045109
1.08, 0.881957806885, 0.471328364174, 1, 1, 2.94467955107, 1.03923048454, 0.823840753419, 0.873326158388, 0.465002736858, 0.132134879712, 0.0243857065198, -0.0732967126653, 0.228900468663, 0.0505701193957
1.11, 0.89569868568, 0.444661516742, 1, 1, 3.03435839444, 1.05356537529, 0.837483712612, 0.883533012415, 0.47380031298, 0.138795781613, 0.0263646658043, -0.0971384043598, 0.240724861362, 0.0547303012717
1.14, 0.908633496116, 0.417594503958, 1, 1, 3.12676836519, 1.0677078252, 0.850725633021, 0.89308232763, 0.482284025373, 0.145555905624, 0.0284384505013, -0.118885752489, 0.25275893759, 0.0590978928952
1.17, 0.920750597736, 0.390151684308, 1, 1, 3.22199263853, 1.08166538264, 0.863579497004, 0.902000398966, 0.490448614448, 0.152409074114, 0.0306080491882, -0.138489671034, 0.264994147533, 0.0636760178478
1.2, 0.932039085967, 0.362357754477, 1, 1, 3.32011692274, 1.09544511501, 0.876058050598, 0.91031397823, 0.498289057567, 0.159349018348, 0.032874336925, -0.155914880631, 0.277421805378, 0.0684676183921
1.23, 0.942488801932, 0.334237727125, 1, 1, 3.42122953629, 1.10905365064, 0.888173774378, 0.918050104127, 0.505800572628, 0.166369383787, 0.0352380738331, -0.171139922425, 0.290033095958, 0.0734754528825
1.26, 0.952090341591, 0.305816908378, 1, 1, 3.52542148737, 1.12249721603, 0.899938860194, 0.92523594181, 0.512978621467, 0.173463735454, 0.0376999037855, -0.184157080021, 0.302819081492, 0.0787020933293
1.29, 0.960835064206, 0.277120875057, 1, 1, 3.63278655575, 1.13578166916, 0.911365193087, 0.931898632689, 0.519818913063, 0.180625563372, 0.0402603532078, -0.194972210897, 0.315770708424, 0.0841499231201
1.32, 0.968715100118, 0.248175451652, 1, 1, 3.74342137726, 1.14891252931, 0.922464337708, 0.938065155079, 0.526317406556, 0.187848288061, 0.0429198299917, -0.203604489294, 0.328878814342, 0.0898211348991
1.35, 0.975723357827, 0.219006687093, 1, 1, 3.8574255307, 1.16189500386, 0.933247528656, 0.943762196123, 0.532470314063, 0.195125266098, 0.0456786225229, -0.210086063188, 0.342134134974, 0.0957177286068
1.38, 0.981853530372, 0.189640831298, 1, 1, 3.97490162749, 1.17473401245, 0.943725664206, 0.949016035256, 0.538274103303, 0.202449795733, 0.0485368988231, -0.21446162855, 0.355527311263, 0.101841509681
1.41, 0.987100101014, 0.160104311555, 1, 1, 4.09595540407, 1.1874342087, 0.953909302921, 0.95385243936, 0.543725500014, 0.209815122552, 0.0514947058084, -0.216787924674, 0.369048896507, 0.108194087423
1.44, 0.991458348192, 0.130423708738, 1, 1, 4.220695817, 1.2, 0.963808662748, 0.958296569601, 0.548821490179, 0.217214445183, 0.0545519686638, -0.217133154847, 0.382689363564, 0.114776873525
1.47, 0.994924349778, 0.100625733387, 1, 1, 4.34923514106, 1.2124355653, 0.973433622193, 0.962372899854, 0.55355932204, 0.224640921048, 0.0577084903357, -0.215576337171, 0.396439112114, 0.121591080765
1.5, 0.997494986604, 0.0707372016677, 1, 1, 4.48168907034, 1.22474487139, 0.982793723247, 0.966105146475, 0.55793650791, 0.232087672144, 0.0609639511411, -0.212206590789, 0.410288475969, 0.128637721872
1.53, 0.999167945271, 0.0407850112416, 1, 1, 4.6181768223, 1.23693168769, 0.991898175777, 0.969516209093, 0.561950825786, 0.239547790863, 0.064317908497, -0.207122363165, 0.424227730433, 0.135917608553
1.56, 0.99994172023, 0.0107961170583, 1, 1, 4.75882124514, 1.24899959968, 1.0007558631, 0.972628122027, 0.565600320742, 0.247014345828, 0.0677697967669, -0.200430604474, 0.438247099697, 0.143431350695
1.59, 0.999815615134, -0.0192024929017, 1, 1, 4.90374892833, 1.26095202129, 1.00937534851, 0.975462015822, 0.568883306126, 0.254480387758, 0.0713189272279, -0.192245895466, 0.452336764272, 0.151179355729
1.62, 0.998789743471, -0.0491838219142, 1, 1, 5.05309031656, 1.27279220614, 1.01776488264, 0.978038088373, 0.571798364542, 0.261938955343, 0.0749644881559, -0.182689535432, 0.466486868447, 0.159161828173
1.65, 0.996865028454, -0.0791208888067, 1, 1, 5.20697982718, 1.28452325787, 1.02593241134, 0.980375585023, 0.574344348624, 0.269383081133, 0.0787055450316, -0.171888597154, 0.480687527772, 0.167378769338
1.68, 0.994043202198, -0.10898675224, 1, 1, 5.36555597112, 1.29614813968, 1.03388558405, 0.982492787002, 0.576520381599, 0.276805797435, 0.0825410408643, -0.159974955874, 0.494928836551, 0.175829977206
1.71, 0.990326804156, -0.138754534952, 1, 1, 5.52896147762, 1.30766968306, 1.04163176252, 0.984407007545, 0.578325857645, 0.284200142205, 0.0864697966365, -0.147084299448, 0.509200875353, 0.184515046483
1.74, 0.985719178836, -0.168397447949, 1, 1, 5.69734342267, 1.31909059583, 1.0491780297, 0.986134594997, 0.579760442028, 0.291559164944, 0.0904905118664, -0.133355126912, 0.523493718519, 0.193433368819
1.77, 0.980224472788, -0.197888814609, 1, 1, 5.87085336138, 1.33041346957, 1.0565311988, 0.987690942224, 0.580824071043, 0.298875932577, 0.0946017652895, -0.118927742702, 0.537797441677, 0.202584133196
1.8, 0.973847630878, -0.227202094693, 1, 1, 6.04964746441, 1.3416407865, 1.0636978224, 0.989090501636, 0.581516951731, 0.306143535325, 0.0988020156586, -0.103943253754, 0.552102129239, 0.211966326491
1.83, 0.966594391833, -0.256310908228, 1, 1, 6.23388665852, 1.35277492585, 1.07068420151, 0.990346805133, 0.581839561397, 0.313355092556, 0.103089602661, -0.088542576563, 0.566397881889, 0.221578734207
1.86, 0.958471283079, -0.285189059245, 1, 1, 6.42373677143, 1.3638181697, 1.07749639461, 0.991472488336, 0.58179264691, 0.320503758611, 0.107462747953, -0.072865461203, 0.580674824057, 0.231419941373
1.89, 0.949485614865, -0.313810559359, 1, 1, 6.61936868104, 1.37477270849, 1.08414022651, 0.992479318433, 0.581377223803, 0.327582728603, 0.111919556309, -0.0570495390685, 0.594923111354, 0.241488333609
1.92, 0.939645473685, -0.342149651151, 1, 1, 6.82095846929, 1.38564064606, 1.09062129719, 0.993378225057, 0.580594575158, 0.334585244184, 0.116458016891, -0.0412294008742, 0.60913293799, 0.251782098366
1.95, 0.928959715004, -0.370180831351, 1, 1, 7.02868758059, 1.39642400438, 1.0969449903, 0.994179333592, 0.57944625029, 0.341504599271, 0.121076004625, -0.0255357111601, 0.623294544147, 0.262299226323
1.98, 0.917437955282, -0.39787887379, 1, 1, 7.24274298516, 1.40712472795, 1.10311648158, 0.994892000387, 0.577934063221, 0.348334145733, 0.125771281695, -0.0100943652145, 0.637398223308, 0.273037512957
2.01, 0.905090563325, -0.425218852098, 1, 1, 7.46331734732, 1.41774468788, 1.10914074703, 0.995524849355, 0.576060090955, 0.355067299027, 0.130541499149, 0.00497430604334, 0.651434329543, 0.28399456027
2.04, 0.891928650953, -0.452176162141, 1, 1, 7.69060919888, 1.42828568571, 1.11502257082, 0.996085809512, 0.573826671543, 0.361697543781, 0.135384198615, 0.0195562780936, 0.665393284739, 0.295167778687
2.07, 0.877964062999, -0.478726544159, 1, 1, 7.92482311785, 1.43874945699, 1.12076655299, 0.996582153017, 0.571236401957, 0.368218439323, 0.140296814127, 0.0335445170728, 0.679265585761, 0.306554389104
2.1, 0.863209366649, -0.5048461046, 1, 1, 8.16616991257, 1.44913767462, 1.12637711689, 0.997020533344, 0.568292135757, 0.374623625151, 0.145276674054, 0.0468396020516, 0.693041811564, 0.318151425106
2.13, 0.847677840134, -0.530511337623, 1, 1, 8.41486681144, 1.45945195193, 1.13185851641, 0.997407023251, 0.564996980564, 0.380906826325, 0.150321003145, 0.0593502816273, 0.706712630218, 0.329955735334
2.16, 0.831383460779, -0.555699146251, 1, 1, 8.67113765846, 1.46969384567, 1.13721484284, 0.997747152237, 0.561354295339, 0.387061858803, 0.155426924667, 0.0709939616537, 0.720268805864, 0.341963986008
2.19, 0.814340892426, -0.580386863155, 1, 1, 8.9352131147, 1.47986485869, 1.14245003165, 0.998045943243, 0.557367687469, 0.393082634693, 0.160591462655, 0.0816971214748, 0.733701205587, 0.354172663611
2.22, 0.796565472236, -0.604552271058, 1, 1, 9.20733086588, 1.48996644258, 1.14756786884, 0.998307948365, 0.553041009659, 0.398963167424, 0.165811544258, 0.0913956565891, 0.747000806201, 0.366578077714
2.25, 0.778073196888, -0.628173622723, 1, 1, 9.48773583636, 1.5, 1.15257199722, 0.998537283413, 0.548378356647, 0.404697576842, 0.171084002183, 0.10003514624, 0.76015870094, 0.379176363953
2.28, 0.758880708181, -0.651229660528, 1, 1, 9.77668040953, 1.50996688705, 1.15746592226, 0.99873766115, 0.543384061721, 0.410280094208, 0.176405577241, 0.107571045005, 0.77316610605, 0.391963487156
2.31, 0.739005278059, -0.673699635595, 1, 1, 10.074424655, 1.51986841536, 1.16225301788, 0.998912423104, 0.538062693065, 0.415705067111, 0.18177292098, 0.113968798036, 0.786014367282, 0.404935244604
2.34, 0.718464793069, -0.695563326463, 1, 1, 10.3812365627, 1.52970585408, 1.16693653189, 0.999064569861, 0.532419049921, 0.420966964278, 0.187182598418, 0.119203880165, 0.798694966272, 0.418087269447
2.37, 0.69727773826, -0.716801057287, 1, 1, 10.6973922841, 1.53948043183, 1.17151959125, 0.999196789784, 0.526458158577, 0.42606038029, 0.192631090857, 0.123261759682, 0.811199526813, 0.431415034239
2.4, 0.675463180551, -0.737393715541, 1, 1, 11.0231763806, 1.54919333848, 1.1760052071, 0.999311486103, 0.520185268182, 0.430980040188, 0.198114798798, 0.126137788107, 0.823519820999, 0.444913854627
2.43, 0.653040751572, -0.757322769225, 1, 1, 11.35888208, 1.55884572681, 1.18039627958, 0.999410802386, 0.513605846395, 0.435720803975, 0.203630044922, 0.127837017867, 0.83564777526, 0.458578893156
2.46, 0.630030629996, -0.776570283533, 1, 1, 11.70481154, 1.56843871414, 1.18469560245, 0.999496646359, 0.506725574866, 0.440277671006, 0.209173077175, 0.128373950267, 0.847575476256, 0.472405163213
2.49, 0.606453523378, -0.795118937004, 1, 1, 12.0612761204, 1.57797338381, 1.18890586752, 0.999570712132, 0.499550344558, 0.444645784254, 0.214740071914, 0.127772216655, 0.859295176647, 0.486387533092
2.52, 0.582330649524, -0.8129520371, 1, 1, 12.4285966636, 1.58745078664, 1.19302966886, 0.999634500823, 0.492086250909, 0.448820434472, 0.220327137141, 0.126064196164, 0.870799300728, 0.500520730176
2.55, 0.557683717391, -0.830053535235, 1, 1, 12.8071037827, 1.59687194227, 1.19706950683, 0.999689339657, 0.484339588844, 0.452797064215, 0.225930315807, 0.123290573835, 0.882080449913, 0.51479934525
2.58, 0.532534907556, -0.846408041216, 1, 1, 13.1971381597, 1.60623784042, 1.201027792, 0.99973639957, 0.476316847635, 0.456571271752, 0.231545589191, 0.119499843325, 0.893131408083, 0.529217836916
2.61, 0.506906852248, -0.86200083709, 1, 1, 13.5990508518, 1.61554944214, 1.20490684881, 0.999776711391, 0.468024705615, 0.460138814836, 0.237168880341, 0.114747758804, 0.903945146783, 0.543770536125
2.64, 0.480822614989, -0.876817890394, 1, 1, 14.0132036077, 1.62480768093, 1.2087089191, 0.999811180661, 0.459470024758, 0.463495614348, 0.242796057587, 0.109096740942, 0.914514830263, 0.558451650815
2.67, 0.45430566983, -0.890845866781, 1, 1, 14.4399691928, 1.63401346384, 1.21243616553, 0.999840601169, 0.450659845115, 0.466637757804, 0.248422938113, 0.102615242191, 0.924833820366, 0.573255270652
2.7, 0.427379880234, -0.904072142017, 1, 1, 14.8797317249, 1.64316767252, 1.21609067478, 0.99986566726, 0.441601379118, 0.469561502726, 0.254045291587, 0.0953770768149, 0.934895681249, 0.588175371873
2.73, 0.400069477592, -0.916484813349, 1, 1, 15.3328870199, 1.65227116419, 1.21967446066, 0.999886985015, 0.432302005768, 0.472263279866, 0.259658843852, 0.0874607213184, 0.944694183947, 0.603205822219
2.76, 0.372399039425, -0.928072710209, 1, 1, 15.7998429483, 1.66132477258, 1.22318946704, 0.999905082352, 0.422769264686, 0.47473969629, 0.265259280663, 0.0789485910781, 0.954223310765, 0.618340385962
2.79, 0.344393467258, -0.938825404274, 1, 1, 16.2810198018, 1.67032930885, 1.2266375707, 0.999920418147, 0.413010850055, 0.476987538319, 0.270842251478, 0.0699262991002, 0.963477259498, 0.633572729022
2.82, 0.316077964217, -0.948733218843, 1, 1, 16.7768506721, 1.67928556237, 1.23002058403, 0.999933390427, 0.40303460445, 0.479003774309, 0.276403373294, 0.0604819028808, 0.97245044748, 0.64889642416
2.85, 0.287478012343, -0.957787237553, 1, 1, 17.2877818406, 1.68819430161, 1.23334025757, 0.99994434372, 0.392848512558, 0.480785557298, 0.281938234527, 0.0507051453686, 0.981137515453, 0.664304956255
2.88, 0.258619349661, -0.965979312398, 1, 1, 17.8142731796, 1.69705627485, 1.23659828253, 0.999953575628, 0.382460694795, 0.48233022748, 0.287442398927, 0.0406866959953, 0.989533331258, 0.679791727653
2.91, 0.229527947021, -0.973302071063, 1, 1, 18.356798567, 1.70587221092, 1.23979629312, 0.999961342688, 0.371879400828, 0.483635314539, 0.292911409535, 0.0305173976665, 0.997632993338, 0.695350063582
2.94, 0.200229984722, -0.979748923561, 1, 1, 18.9158463123, 1.71464281995, 1.2429358688, 0.99996786558, 0.361113003001, 0.484698539816, 0.298340792667, 0.0202875254826, 1.00543183407, 0.71097321764
2.97, 0.170751828951, -0.985314068158, 1, 1, 19.491919596, 1.72336879396, 1.24601853644, 0.999973333751, 0.350169989683, 0.485517818321, 0.303726061928, 0.0100860627951, 1.01292542287, 0.726654377333
3.0, 0.14112000806, -0.9899924966, 1, 1, 20.0855369232, 1.73205080757, 1.2490457724, 0.999977909503, 0.339058958526, 0.486091260586, 0.309062722255, 3.89817183252e-17, 1.02010956919, 0.742386669677
3.03, 0.111361188687, -0.993779998619, 1, 1, 20.6972325894, 1.74068951855, 1.25201900447, 0.999981731595, 0.327788609651, 0.486417174348, 0.314346273977, -0.00988633877933, 1.0269803252, 0.75816316685
3.06, 0.0815021517603, -0.996673165716, 1, 1, 21.327557162, 1.74928556845, 1.25493961378, 0.999984918421, 0.316367738762, 0.486494066076, 0.319572216893, -0.019491936248, 1.0335339884, 0.773976891881
3.09, 0.0515697683985, -0.998669394238, 1, 1, 21.9770779758, 1.75783958312, 1.25780893658, 0.999987570788, 0.304805230202, 0.48632064233, 0.324736054368, -0.0287396851811, 1.03976710397, 0.789820824395
3.12, 0.0215909757261, -0.999766887713, 1, 1, 22.6463796432, 1.76635217327, 1.26062826601, 0.999989774362, 0.293110049938, 0.485895810954, 0.329833297439, -0.0375569501495, 1.04567646688, 0.805687906382
3.15, -0.00840724736715, -0.999964658471, 1, -1, 23.3360645809, 1.77482393493, 1.26339885367, 0.999991601789, 0.281291238504, 0.485218682099, 0.334859468923, -0.045876083905, 1.05125912395, 0.821571048008
3.18, -0.0383979045052, -0.999262528533, 1, -1, 24.0467535521, 1.78325545001, 1.2661219113, 0.99999311455, 0.26935790389, 0.484288569083, 0.339810107535, -0.0536348950075, 1.05651237552, 0.837463133443
3.21, -0.068354006121, -0.997661129767, 1, -1, 24.7790862246, 1.79164728672, 1.2687986122, 0.999994364578, 0.257319214392, 0.483104989081, 0.344680772001, -0.0607770637039, 1.06143377705, 0.85335702672
3.24, -0.0982485937451, -0.995161903324, 1, -1, 25.5337217474, 1.8, 1.27143009274, 0.999995395645, 0.245184391424, 0.481667663641, 0.34946704517, -0.067252503511, 1.0660211405, 0.869245577605
3.27, -0.128054764266, -0.991767098339, 1, -1, 26.3113393433, 1.808314132, 1.27401745371, 0.999996244577, 0.232962702298, 0.479976519038, 0.354164538115, -0.0730176664218, 1.07027253544, 0.885121627485
3.3, -0.157745694143, -0.987479769909, 1, -1, 27.1126389207, 1.81659021246, 1.27656176168, 0.99999694229, 0.220663452985, 0.478031686451, 0.358768894228, -0.0780357901213, 1.07418629003, 0.900978015258
3.33, -0.187294663543, -0.982303776338, 1, -1, 27.9383417032, 1.82482875909, 1.27906405023, 0.99999751469, 0.208295980854, 0.475833501974, 0.36327579329, -0.0822770860808, 1.07776099176, 0.916807583227
3.36, -0.216675080387, -0.976243775672, 1, -1, 28.7891908792, 1.83303027798, 1.28152532119, 0.999997983439, 0.195869647392, 0.473382506459, 0.367680955536, -0.0857188678829, 1.08099548798, 0.932603182996
3.39, -0.245860504285, -0.969305221503, 1, -1, 29.6659522704, 1.84119526395, 1.28394654579, 0.999998366617, 0.183393830929, 0.470679445182, 0.371980145687, -0.0883456196101, 1.08388888625, 0.948357681351
3.42, -0.274824670323, -0.96149435806, 1, -1, 30.5694150211, 1.84932420089, 1.28632866582, 0.999998679281, 0.170877919353, 0.467725267344, 0.376169176955, -0.0901490046136, 1.08644055445, 0.964063966137
3.45, -0.303541512708, -0.952818214594, 1, -1, 31.5003923087, 1.8574175621, 1.28867259465, 0.999998933948, 0.158331302831, 0.464521125405, 0.38024391503, -0.0911278154434, 1.08865012072, 0.979714952111
3.48, -0.331985188221, -0.943284599048, 1, -1, 32.4597220759, 1.86547581062, 1.29097921827, 0.999999141004, 0.14576336654, 0.461068374247, 0.38420028202, -0.091287866188, 1.09051747318, 0.995303586775
3.51, -0.360130099472, -0.932902091033, 1, -1, 33.4482677839, 1.87349939952, 1.29324939629, 0.999999309048, 0.133183483416, 0.457368570164, 0.38803426036, -0.0906418289088, 1.09204275946, 1.01082285619
3.54, -0.387950917942, -0.921680034105, 1, -1, 34.4669191909, 1.88148877222, 1.29548396286, 0.999999445184, 0.120601006927, 0.453423469697, 0.391741896685, -0.0892090162872, 1.09322638595, 1.02626579074
3.57, -0.415422606771, -0.909628527358, 1, -1, 35.5165931516, 1.88944436277, 1.2976837276, 0.999999555272, 0.108025263865, 0.449235028293, 0.395319305651, -0.0870151130021, 1.094069017, 1.04162547087
3.6, -0.442520443295, -0.896758416334, 1, -1, 36.5982344437, 1.8973665961, 1.29984947646, 0.999999644137, 0.0954655471779, 0.4448053988, 0.398762673711, -0.0840918587379, 1.09457157375, 1.05689503282
3.63, -0.469220041289, -0.883081283265, 1, -1, 37.7128166172, 1.90525588833, 1.30198197251, 0.999999715741, 0.0829311088427, 0.440136929804, 0.402068262843, -0.0804766860733, 1.09473523288, 1.07206767422
3.66, -0.495497372917, -0.868609436647, 1, -1, 38.8613428713, 1.91311264697, 1.30408195683, 0.999999773333, 0.0704311527765, 0.435232163803, 0.405232414221, -0.076212316827, 1.09456142509, 1.08713665971
3.69, -0.521328790354, -0.853355900166, 1, -1, 40.0448469573, 1.92093727123, 1.30615014917, 0.999999819571, 0.0579748278017, 0.43009383521, 0.40825155183, -0.0713463207215, 1.09405183344, 1.10209532653
3.72, -0.546691047069, -0.837334400974, 1, -1, 41.2643941086, 1.9287301522, 1.30818724878, 0.999999856628, 0.0455712206673, 0.424724868215, 0.411122186015, -0.0659306404868, 1.09320839145, 1.11693708994
3.75, -0.571561318742, -0.82055935734, 1, -1, 42.5210820001, 1.9364916731, 1.31019393505, 0.999999886273, 0.0332293491297, 0.419128374472, 0.413840916974, -0.0600210877438, 1.09203328099, 1.13165544867
3.78, -0.595917223808, -0.80304586567, 1, -1, 43.8160417356, 1.94422220952, 1.31217086822, 0.999999909945, 0.0209581551016, 0.413307650646, 0.416404438174, -0.0536768141872, 1.09052893006, 1.14624399029
3.81, -0.619736843595, -0.784809686925, 1, -1, 45.1504388663, 1.95192212959, 1.31411869004, 0.999999928815, 0.00876649787273, 0.407266175794, 0.418809539706, -0.0469597627375, 1.08869801027, 1.16069639646
3.84, -0.642998742054, -0.765867232435, 1, -1, 46.5254744398, 1.95959179423, 1.31603802436, 0.999999943829, -0.00333685259206, 0.401007608606, 0.421053111557, -0.0399341034302, 1.08654343424, 1.17500644814
