             time             besj_2              besj_3            besj_4               erff                    
             0.46                NaN                NaN                NaN           0.484655                    
             0.47                NaN                NaN                NaN           0.493745                    
             0.48                NaN                NaN                NaN            0.50275                    
             0.49                NaN                NaN                NaN           0.511668                    
              0.5           0.030604         0.00256373        0.000160736             0.5205                    
             0.51                NaN                NaN                NaN           0.529244                    
             0.52                NaN                NaN                NaN           0.537899                    
             0.53                NaN                NaN                NaN           0.546464                    
             0.54                NaN                NaN                NaN           0.554939                    
             0.55                NaN                NaN                NaN           0.563323                    
             0.56                NaN                NaN                NaN           0.571616                    
             0.57                NaN                NaN                NaN           0.579816                    
             0.58                NaN                NaN                NaN           0.587923                    
             0.59                NaN                NaN                NaN           0.595936                    
              0.6          0.0436651         0.00439966         0.00033147           0.603856                    
             0.61                NaN                NaN                NaN           0.611681                    
             0.62                NaN                NaN                NaN           0.619411                    
             0.63                NaN                NaN                NaN           0.627046                    
             0.64                NaN                NaN                NaN           0.634586                    
             0.65                NaN                NaN                NaN           0.642029                    
             0.66                NaN                NaN                NaN           0.649377                    
             0.67                NaN                NaN                NaN           0.656628                    
             0.68                NaN                NaN                NaN           0.663782                    
             0.69                NaN                NaN                NaN            0.67084                    
              0.7          0.0587869         0.00692965        0.000610097           0.677801                    
             0.71                NaN                NaN                NaN           0.684666                    
             0.72                NaN                NaN                NaN           0.691433                    
             0.73                NaN                NaN                NaN           0.698104                    
             0.74                NaN                NaN                NaN           0.704678                    
             0.75                NaN                NaN                NaN           0.711156                    
             0.76                NaN                NaN                NaN           0.717537                    
             0.77                NaN                NaN                NaN           0.723822                    
             0.78                NaN                NaN                NaN            0.73001                    
             0.79                NaN                NaN                NaN           0.736103                    
              0.8          0.0758178          0.0102468         0.00103299           0.742101                    
             0.81                NaN                NaN                NaN           0.748003                    
             0.82                NaN                NaN                NaN           0.753811                    
             0.83                NaN                NaN                NaN           0.759524                    
             0.84                NaN                NaN                NaN           0.765143                    
             0.85                NaN                NaN                NaN           0.770668                    
             0.86                NaN                NaN                NaN             0.7761                    
             0.87                NaN                NaN                NaN            0.78144                    
             0.88                NaN                NaN                NaN           0.786687                    
             0.89                NaN                NaN                NaN           0.791843                    
              0.9          0.0945863           0.014434         0.00164055           0.796908                    
             0.91                NaN                NaN                NaN           0.801883                    
             0.92                NaN                NaN                NaN           0.806768                    
             0.93                NaN                NaN                NaN           0.811564                    
             0.94                NaN                NaN                NaN           0.816271                    
             0.95                NaN                NaN                NaN           0.820891                    
             0.96                NaN                NaN                NaN           0.825424                    
             0.97                NaN                NaN                NaN            0.82987                    
             0.98                NaN                NaN                NaN           0.834231                    
             0.99                NaN                NaN                NaN           0.838508                    
                1           0.114903          0.0195634         0.00247664           0.842701                    
             1.01                NaN                NaN                NaN           0.846811                    
             1.02                NaN                NaN                NaN           0.850838                    
             1.03                NaN                NaN                NaN           0.854784                    
             1.04                NaN                NaN                NaN            0.85865                    
             1.05                NaN                NaN                NaN           0.862436                    
             1.06                NaN                NaN                NaN           0.866144                    
             1.07                NaN                NaN                NaN           0.869773                    
             1.08                NaN                NaN                NaN           0.873326                    
             1.09                NaN                NaN                NaN           0.876803                    
              1.1           0.136564          0.0256945         0.00358782           0.880205                    
             1.11                NaN                NaN                NaN           0.883533                    
             1.12                NaN                NaN                NaN           0.886788                    
             1.13                NaN                NaN                NaN           0.889971                    
             1.14                NaN                NaN                NaN           0.893082                    
             1.15                NaN                NaN                NaN           0.896124                    
             1.16                NaN                NaN                NaN           0.899096                    
             1.17                NaN                NaN                NaN              0.902                    
             1.18                NaN                NaN                NaN           0.904837                    
             1.19                NaN                NaN                NaN           0.907608                    
              1.2           0.159349          0.0328743         0.00502267           0.910314                    
             1.21                NaN                NaN                NaN           0.912956                    
             1.22                NaN                NaN                NaN           0.915534                    
             1.23                NaN                NaN                NaN            0.91805                    
             1.24                NaN                NaN                NaN           0.920505                    
             1.25                NaN                NaN                NaN             0.9229                    
             1.26                NaN                NaN                NaN           0.925236                    
             1.27                NaN                NaN                NaN           0.927514                    
             1.28                NaN                NaN                NaN           0.929734                    
             1.29                NaN                NaN                NaN           0.931899                    
              1.3           0.183027          0.0411358         0.00683096           0.934008                    
             1.31                NaN                NaN                NaN           0.936063                    
             1.32                NaN                NaN                NaN           0.938065                    
             1.33                NaN                NaN                NaN           0.940015                    
             1.34                NaN                NaN                NaN           0.941914                    
             1.35                NaN                NaN                NaN           0.943762                    
             1.36                NaN                NaN                NaN           0.945561                    
             1.37                NaN                NaN                NaN           0.947312                    
             1.38                NaN                NaN                NaN           0.949016                    
             1.39                NaN                NaN                NaN           0.950673                    
              1.4           0.207356          0.0504977         0.00906287           0.952285                    
             1.41                NaN                NaN                NaN           0.953852                    
             1.42                NaN                NaN                NaN           0.955376                    
             1.43                NaN                NaN                NaN           0.956857                    
             1.44                NaN                NaN                NaN           0.958297                    
             1.45                NaN                NaN                NaN           0.959695                    
             1.46                NaN                NaN                NaN           0.961053                    
             1.47                NaN                NaN                NaN           0.962373                    
             1.48                NaN                NaN                NaN           0.963654                    
             1.49                NaN                NaN                NaN           0.964898                    
              1.5           0.232088           0.060964          0.0117681           0.966105                    
             1.51                NaN                NaN                NaN           0.967277                    
             1.52                NaN                NaN                NaN           0.968413                    
             1.53                NaN                NaN                NaN           0.969516                    
             1.54                NaN                NaN                NaN           0.970586                    
             1.55                NaN                NaN                NaN           0.971623                    
             1.56                NaN                NaN                NaN           0.972628                    
             1.57                NaN                NaN                NaN           0.973603                    
             1.58                NaN                NaN                NaN           0.974547                    
             1.59                NaN                NaN                NaN           0.975462                    
              1.6           0.256968          0.0725234          0.0149952           0.976348                    
             1.61                NaN                NaN                NaN           0.977207                    
             1.62                NaN                NaN                NaN           0.978038                    
             1.63                NaN                NaN                NaN           0.978843                    
             1.64                NaN                NaN                NaN           0.979622                    
             1.65                NaN                NaN                NaN           0.980376                    
             1.66                NaN                NaN                NaN           0.981105                    
             1.67                NaN                NaN                NaN            0.98181                    
             1.68                NaN                NaN                NaN           0.982493                    
             1.69                NaN                NaN                NaN           0.983153                    
              1.7           0.281739          0.0851499          0.0187902            0.98379                    
             1.71                NaN                NaN                NaN           0.984407                    
             1.72                NaN                NaN                NaN           0.985003                    
             1.73                NaN                NaN                NaN           0.985578                    
             1.74                NaN                NaN                NaN           0.986135                    
             1.75                NaN                NaN                NaN           0.986672                    
             1.76                NaN                NaN                NaN            0.98719                    
             1.77                NaN                NaN                NaN           0.987691                    
             1.78                NaN                NaN                NaN           0.988174                    
             1.79                NaN                NaN                NaN           0.988641                    
              1.8           0.306144           0.098802          0.0231965           0.989091                    
             1.81                NaN                NaN                NaN           0.989525                    
             1.82                NaN                NaN                NaN           0.989943                    
             1.83                NaN                NaN                NaN           0.990347                    
             1.84                NaN                NaN                NaN           0.990736                    
             1.85                NaN                NaN                NaN           0.991111                    
             1.86                NaN                NaN                NaN           0.991472                    
             1.87                NaN                NaN                NaN           0.991821                    
             1.88                NaN                NaN                NaN           0.992156                    
             1.89                NaN                NaN                NaN           0.992479                    
              1.9           0.329926           0.113423          0.0282535            0.99279                    
             1.91                NaN                NaN                NaN            0.99309                    
             1.92                NaN                NaN                NaN           0.993378                    
             1.93                NaN                NaN                NaN           0.993656                    
             1.94                NaN                NaN                NaN           0.993923                    
             1.95                NaN                NaN                NaN           0.994179                    
             1.96                NaN                NaN                NaN           0.994426                    
             1.97                NaN                NaN                NaN           0.994664                    
             1.98                NaN                NaN                NaN           0.994892                    
             1.99                NaN                NaN                NaN           0.995111                    
                2           0.352834           0.128943          0.0339957           0.995322                    
             2.01                NaN                NaN                NaN           0.995525                    
             2.02                NaN                NaN                NaN           0.995719                    
             2.03                NaN                NaN                NaN           0.995906                    
             2.04                NaN                NaN                NaN           0.996086                    
             2.05                NaN                NaN                NaN           0.996258                    
             2.06                NaN                NaN                NaN           0.996423                    
             2.07                NaN                NaN                NaN           0.996582                    
             2.08                NaN                NaN                NaN           0.996734                    
             2.09                NaN                NaN                NaN            0.99688                    
              2.1           0.374624           0.145277          0.0404526           0.997021                    
             2.11                NaN                NaN                NaN           0.997155                    
             2.12                NaN                NaN                NaN           0.997284                    
             2.13                NaN                NaN                NaN           0.997407                    
             2.14                NaN                NaN                NaN           0.997525                    
             2.15                NaN                NaN                NaN           0.997639                    
             2.16                NaN                NaN                NaN           0.997747                    
             2.17                NaN                NaN                NaN           0.997851                    
             2.18                NaN                NaN                NaN           0.997951                    
             2.19                NaN                NaN                NaN           0.998046                    
              2.2           0.395059           0.162325          0.0476471           0.998137                    
             2.21                NaN                NaN                NaN           0.998224                    
             2.22                NaN                NaN                NaN           0.998308                    
             2.23                NaN                NaN                NaN           0.998388                    
             2.24                NaN                NaN                NaN           0.998464                    
             2.25                NaN                NaN                NaN           0.998537                    
             2.26                NaN                NaN                NaN           0.998607                    
             2.27                NaN                NaN                NaN           0.998674                    
             2.28                NaN                NaN                NaN           0.998738                    
             2.29                NaN                NaN                NaN           0.998799                    
              2.3           0.413915           0.179979          0.0555957           0.998857                    
             2.31                NaN                NaN                NaN           0.998912                    
             2.32                NaN                NaN                NaN           0.998966                    
             2.33                NaN                NaN                NaN           0.999016                    
             2.34                NaN                NaN                NaN           0.999065                    
             2.35                NaN                NaN                NaN           0.999111                    
             2.36                NaN                NaN                NaN           0.999155                    
             2.37                NaN                NaN                NaN           0.999197                    
             2.38                NaN                NaN                NaN           0.999237                    
             2.39                NaN                NaN                NaN           0.999275                    
              2.4            0.43098           0.198115           0.064307           0.999312                    
             2.41                NaN                NaN                NaN           0.999346                    
             2.42                NaN                NaN                NaN           0.999379                    
             2.43                NaN                NaN                NaN           0.999411                    
             2.44                NaN                NaN                NaN           0.999441                    
             2.45                NaN                NaN                NaN           0.999469                    
             2.46                NaN                NaN                NaN           0.999497                    
             2.47                NaN                NaN                NaN           0.999523                    
             2.48                NaN                NaN                NaN           0.999547                    
             2.49                NaN                NaN                NaN           0.999571                    
              2.5           0.446059             0.2166          0.0737819           0.999593                    
             2.51                NaN                NaN                NaN           0.999614                    
             2.52                NaN                NaN                NaN           0.999635                    
             2.53                NaN                NaN                NaN           0.999654                    
             2.54                NaN                NaN                NaN           0.999672                    
             2.55                NaN                NaN                NaN           0.999689                    
             2.56                NaN                NaN                NaN           0.999706                    
             2.57                NaN                NaN                NaN           0.999722                    
             2.58                NaN                NaN                NaN           0.999736                    
             2.59                NaN                NaN                NaN           0.999751                    
              2.6           0.458973           0.235294          0.0840129           0.999764                    
             2.61                NaN                NaN                NaN           0.999777                    
             2.62                NaN                NaN                NaN           0.999789                    
             2.63                NaN                NaN                NaN             0.9998                    
             2.64                NaN                NaN                NaN           0.999811                    
             2.65                NaN                NaN                NaN           0.999821                    
             2.66                NaN                NaN                NaN           0.999831                    
             2.67                NaN                NaN                NaN           0.999841                    
             2.68                NaN                NaN                NaN           0.999849                    
             2.69                NaN                NaN                NaN           0.999858                    
              2.7           0.469562           0.254045          0.0949836           0.999866                    
             2.71                NaN                NaN                NaN           0.999873                    
             2.72                NaN                NaN                NaN            0.99988                    
             2.73                NaN                NaN                NaN           0.999887                    
             2.74                NaN                NaN                NaN           0.999893                    
             2.75                NaN                NaN                NaN           0.999899                    
             2.76                NaN                NaN                NaN           0.999905                    
             2.77                NaN                NaN                NaN            0.99991                    
             2.78                NaN                NaN                NaN           0.999916                    
             2.79                NaN                NaN                NaN            0.99992                    
              2.8           0.477685           0.272699           0.106669           0.999925                    
             2.81                NaN                NaN                NaN           0.999929                    
             2.82                NaN                NaN                NaN           0.999933                    
             2.83                NaN                NaN                NaN           0.999937                    
             2.84                NaN                NaN                NaN           0.999941                    
             2.85                NaN                NaN                NaN           0.999944                    
             2.86                NaN                NaN                NaN           0.999948                    
             2.87                NaN                NaN                NaN           0.999951                    
             2.88                NaN                NaN                NaN           0.999954                    
             2.89                NaN                NaN                NaN           0.999956                    
              2.9           0.483227           0.291093           0.119033           0.999959                    
             2.91                NaN                NaN                NaN           0.999961                    
             2.92                NaN                NaN                NaN           0.999964                    
             2.93                NaN                NaN                NaN           0.999966                    
             2.94                NaN                NaN                NaN           0.999968                    
             2.95                NaN                NaN                NaN            0.99997                    
             2.96                NaN                NaN                NaN           0.999972                    
             2.97                NaN                NaN                NaN           0.999973                    
             2.98                NaN                NaN                NaN           0.999975                    
             2.99                NaN                NaN                NaN           0.999976                    
                3           0.486091           0.309063           0.132034           0.999978                    
             3.01                NaN                NaN                NaN           0.999979                    
             3.02                NaN                NaN                NaN           0.999981                    
             3.03                NaN                NaN                NaN           0.999982                    
             3.04                NaN                NaN                NaN           0.999983                    
             3.05                NaN                NaN                NaN           0.999984                    
             3.06                NaN                NaN                NaN           0.999985                    
             3.07                NaN                NaN                NaN           0.999986                    
             3.08                NaN                NaN                NaN           0.999987                    
             3.09                NaN                NaN                NaN           0.999988                    
              3.1           0.486207           0.326443           0.145618           0.999988                    
             3.11                NaN                NaN                NaN           0.999989                    
             3.12                NaN                NaN                NaN            0.99999                    
             3.13                NaN                NaN                NaN            0.99999                    
             3.14                NaN                NaN                NaN           0.999991                    
             3.15                NaN                NaN                NaN           0.999992                    
             3.16                NaN                NaN                NaN           0.999992                    
             3.17                NaN                NaN                NaN           0.999993                    
             3.18                NaN                NaN                NaN           0.999993                    
             3.19                NaN                NaN                NaN           0.999994                    
              3.2           0.483528           0.343066           0.159722           0.999994                    
             3.21                NaN                NaN                NaN           0.999994                    
             3.22                NaN                NaN                NaN           0.999995                    
             3.23                NaN                NaN                NaN           0.999995                    
             3.24                NaN                NaN                NaN           0.999995                    
             3.25                NaN                NaN                NaN           0.999996                    
             3.26                NaN                NaN                NaN           0.999996                    
             3.27                NaN                NaN                NaN           0.999996                    
             3.28                NaN                NaN                NaN           0.999996                    
             3.29                NaN                NaN                NaN           0.999997                    
              3.3           0.478032           0.358769           0.174275           0.999997                    
             3.31                NaN                NaN                NaN           0.999997                    
             3.32                NaN                NaN                NaN           0.999997                    
             3.33                NaN                NaN                NaN           0.999997                    
             3.34                NaN                NaN                NaN           0.999998                    
             3.35                NaN                NaN                NaN           0.999998                    
             3.36                NaN                NaN                NaN           0.999998                    
             3.37                NaN                NaN                NaN           0.999998                    
             3.38                NaN                NaN                NaN           0.999998                    
             3.39                NaN                NaN                NaN           0.999998                    
              3.4           0.469723           0.373389           0.189199           0.999998                    
             3.41                NaN                NaN                NaN           0.999999                    
             3.42                NaN                NaN                NaN           0.999999                    
             3.43                NaN                NaN                NaN           0.999999                    
             3.44                NaN                NaN                NaN           0.999999                    
             3.45                NaN                NaN                NaN           0.999999                    
             3.46                NaN                NaN                NaN           0.999999                    
             3.47                NaN                NaN                NaN           0.999999                    
             3.48                NaN                NaN                NaN           0.999999                    
             3.49                NaN                NaN                NaN           0.999999                    
              3.5           0.458629            0.38677           0.204405           0.999999                    
             3.51                NaN                NaN                NaN           0.999999                    
             3.52                NaN                NaN                NaN           0.999999                    
             3.53                NaN                NaN                NaN           0.999999                    
             3.54                NaN                NaN                NaN           0.999999                    
             3.55                NaN                NaN                NaN           0.999999                    
             3.56                NaN                NaN                NaN                  1                    
             3.57                NaN                NaN                NaN                  1                    
             3.58                NaN                NaN                NaN                  1                    
             3.59                NaN                NaN                NaN                  1                    
              3.6           0.444805           0.398763           0.219799                  1                    
             3.61                NaN                NaN                NaN                  1                    
             3.62                NaN                NaN                NaN                  1                    
             3.63                NaN                NaN                NaN                  1                    
             3.64                NaN                NaN                NaN                  1                    
             3.65                NaN                NaN                NaN                  1                    
             3.66                NaN                NaN                NaN                  1                    
             3.67                NaN                NaN                NaN                  1                    
             3.68                NaN                NaN                NaN                  1                    
             3.69                NaN                NaN                NaN                  1                    
              3.7            0.42833           0.409225           0.235279                  1                    
             3.71                NaN                NaN                NaN                  1                    
             3.72                NaN                NaN                NaN                  1                    
             3.73                NaN                NaN                NaN                  1                    
             3.74                NaN                NaN                NaN                  1                    
             3.75                NaN                NaN                NaN                  1                    
             3.76                NaN                NaN                NaN                  1                    
             3.77                NaN                NaN                NaN                  1                    
             3.78                NaN                NaN                NaN                  1                    
             3.79                NaN                NaN                NaN                  1                    
              3.8           0.409304           0.418026           0.250736                  1                    
             3.81                NaN                NaN                NaN                  1                    
             3.82                NaN                NaN                NaN                  1                    
             3.83                NaN                NaN                NaN                  1                    
             3.84                NaN                NaN                NaN                  1                    
             3.85                NaN                NaN                NaN                  1                    
             3.86                NaN                NaN                NaN                  1                    
             3.87                NaN                NaN                NaN                  1                    
             3.88                NaN                NaN                NaN                  1                    
             3.89                NaN                NaN                NaN                  1                    
              3.9           0.387855           0.425044           0.266059                  1                    
             3.91                NaN                NaN                NaN                  1                    
             3.92                NaN                NaN                NaN                  1                    
             3.93                NaN                NaN                NaN                  1                    
             3.94                NaN                NaN                NaN                  1                    
             3.95                NaN                NaN                NaN                  1                    
             3.96                NaN                NaN                NaN                  1                    
             3.97                NaN                NaN                NaN                  1                    
             3.98                NaN                NaN                NaN                  1                    
             3.99                NaN                NaN                NaN                  1                    
                4           0.364128           0.430171           0.281129                  1                    
             4.01                NaN                NaN                NaN                  1                    
             4.02                NaN                NaN                NaN                  1                    
             4.03                NaN                NaN                NaN                  1                    
             4.04                NaN                NaN                NaN                  1                    
             4.05                NaN                NaN                NaN                  1                    
             4.06                NaN                NaN                NaN                  1                    
             4.07                NaN                NaN                NaN                  1                    
             4.08                NaN                NaN                NaN                  1                    
             4.09                NaN                NaN                NaN                  1                    
              4.1           0.338292           0.433315           0.295827                  1                    
             4.11                NaN                NaN                NaN                  1                    
             4.12                NaN                NaN                NaN                  1                    
             4.13                NaN                NaN                NaN                  1                    
             4.14                NaN                NaN                NaN                  1                    
             4.15                NaN                NaN                NaN                  1                    
             4.16                NaN                NaN                NaN                  1                    
             4.17                NaN                NaN                NaN                  1                    
             4.18                NaN                NaN                NaN                  1                    
             4.19                NaN                NaN                NaN                  1                    
              4.2           0.310535           0.434394           0.310029                  1                    
             4.21                NaN                NaN                NaN                  1                    
             4.22                NaN                NaN                NaN                  1                    
             4.23                NaN                NaN                NaN                  1                    
             4.24                NaN                NaN                NaN                  1                    
             4.25                NaN                NaN                NaN                  1                    
             4.26                NaN                NaN                NaN                  1                    
             4.27                NaN                NaN                NaN                  1                    
             4.28                NaN                NaN                NaN                  1                    
             4.29                NaN                NaN                NaN                  1                    
              4.3           0.281059           0.433347           0.323611                  1                    
             4.31                NaN                NaN                NaN                  1                    
             4.32                NaN                NaN                NaN                  1                    
             4.33                NaN                NaN                NaN                  1                    
             4.34                NaN                NaN                NaN                  1                    
             4.35                NaN                NaN                NaN                  1                    
             4.36                NaN                NaN                NaN                  1                    
             4.37                NaN                NaN                NaN                  1                    
             4.38                NaN                NaN                NaN                  1                    
             4.39                NaN                NaN                NaN                  1                    
              4.4           0.250086           0.430127            0.33645                  1                    
             4.41                NaN                NaN                NaN                  1                    
             4.42                NaN                NaN                NaN                  1                    
             4.43                NaN                NaN                NaN                  1                    
             4.44                NaN                NaN                NaN                  1                    
             4.45                NaN                NaN                NaN                  1                    
             4.46                NaN                NaN                NaN                  1                    
             4.47                NaN                NaN                NaN                  1                    
             4.48                NaN                NaN                NaN                  1                    
             4.49                NaN                NaN                NaN                  1                    
              4.5           0.217849           0.424704           0.348423                  1                    
             4.51                NaN                NaN                NaN                  1                    
             4.52                NaN                NaN                NaN                  1                    
             4.53                NaN                NaN                NaN                  1                    
             4.54                NaN                NaN                NaN                  1                    
             4.55                NaN                NaN                NaN                  1                    
             4.56                NaN                NaN                NaN                  1                    
             4.57                NaN                NaN                NaN                  1                    
             4.58                NaN                NaN                NaN                  1                    
             4.59                NaN                NaN                NaN                  1                    
              4.6           0.184593           0.417069           0.359409                  1                    
             4.61                NaN                NaN                NaN                  1                    
             4.62                NaN                NaN                NaN                  1                    
             4.63                NaN                NaN                NaN                  1                    
             4.64                NaN                NaN                NaN                  1                    
             4.65                NaN                NaN                NaN                  1                    
             4.66                NaN                NaN                NaN                  1                    
             4.67                NaN                NaN                NaN                  1                    
             4.68                NaN                NaN                NaN                  1                    
             4.69                NaN                NaN                NaN                  1                    
              4.7           0.150573           0.407228           0.369292                  1                    
             4.71                NaN                NaN                NaN                  1                    
             4.72                NaN                NaN                NaN                  1                    
             4.73                NaN                NaN                NaN                  1                    
             4.74                NaN                NaN                NaN                  1                    
             4.75                NaN                NaN                NaN                  1                    
             4.76                NaN                NaN                NaN                  1                    
             4.77                NaN                NaN                NaN                  1                    
             4.78                NaN                NaN                NaN                  1                    
             4.79                NaN                NaN                NaN                  1                    
              4.8            0.11605           0.395209            0.37796                  1                    
             4.81                NaN                NaN                NaN                  1                    
             4.82                NaN                NaN                NaN                  1                    
             4.83                NaN                NaN                NaN                  1                    
             4.84                NaN                NaN                NaN                  1                    
             4.85                NaN                NaN                NaN                  1                    
             4.86                NaN                NaN                NaN                  1                    
             4.87                NaN                NaN                NaN                  1                    
             4.88                NaN                NaN                NaN                  1                    
             4.89                NaN                NaN                NaN                  1                    
              4.9          0.0812915           0.381055           0.385307                  1                    
             4.91                NaN                NaN                NaN                  1                    
             4.92                NaN                NaN                NaN                  1                    
             4.93                NaN                NaN                NaN                  1                    
             4.94                NaN                NaN                NaN                  1                    
             4.95                NaN                NaN                NaN                  1                    
             4.96                NaN                NaN                NaN                  1                    
             4.97                NaN                NaN                NaN                  1                    
             4.98                NaN                NaN                NaN                  1                    
             4.99                NaN                NaN                NaN                  1                    
                5          0.0465651           0.364831           0.391232                  1                    
              5.1          0.0121398           0.346619           0.395647                NaN                    
              5.2         -0.0217184           0.326517           0.398468                NaN                    
              5.3         -0.0547481           0.304641           0.399625                NaN                    
              5.4         -0.0866954           0.281126           0.399058                NaN                    
              5.5          -0.117315           0.256118           0.396717                NaN                    
              5.6          -0.146375           0.229779           0.392567                NaN                    
              5.7          -0.173656           0.202284           0.386586                NaN                    
              5.8          -0.198954           0.173818           0.378766                NaN                    
              5.9          -0.222082           0.144579           0.369111                NaN                    
                6          -0.242873           0.114768           0.357642                NaN                    
              6.1          -0.261182          0.0845982           0.344393                NaN                    
              6.2          -0.276882          0.0542833           0.329414                NaN                    
              6.3          -0.289871          0.0240416           0.312768                NaN                    
              6.4          -0.300072        -0.00590769           0.294534                NaN                    
              6.5           -0.30743         -0.0353466           0.274803                NaN                    
              6.6          -0.311916         -0.0640599            0.25368                NaN                    
              6.7          -0.313525          -0.091837           0.231283                NaN                    
              6.8          -0.312278          -0.118474           0.207742                NaN                    
              6.9          -0.308219          -0.143775           0.183197                NaN                    
                7          -0.301417          -0.167556           0.157798                NaN                    
              7.1          -0.291966          -0.189641           0.131706                NaN                    
              7.2           -0.27998          -0.209872           0.105087                NaN                    
              7.3          -0.265595          -0.228102          0.0781139                NaN                    
              7.4          -0.248968          -0.244202           0.050966                NaN                    
              7.5          -0.230273          -0.258061          0.0238247                NaN                    
              7.6          -0.209703          -0.269584        -0.00312601                NaN                    
              7.7          -0.187465          -0.278697         -0.0297016                NaN                    
              7.8          -0.163778          -0.285345         -0.0557187                NaN                    
              7.9          -0.138873          -0.289495         -0.0809963                NaN                    
                8          -0.112992          -0.291132          -0.105357                NaN                    
              8.1         -0.0863797          -0.290264          -0.128631                NaN                    
              8.2         -0.0592888           -0.28692          -0.150653                NaN                    
              8.3         -0.0319725          -0.281148          -0.171267                NaN                    
              8.4        -0.00468434          -0.273017          -0.190328                NaN                    
              8.5          0.0223247          -0.262616          -0.207701                NaN                    
              8.6          0.0488084          -0.250053          -0.223264                NaN                    
              8.7          0.0745271          -0.235454          -0.236909                NaN                    
              8.8          0.0992506           -0.21896          -0.248541                NaN                    
              8.9           0.122759           -0.20073          -0.258083                NaN                    
                9           0.144847          -0.180935          -0.265471                NaN                    
              9.1           0.165323          -0.159761           -0.27066                NaN                    
              9.2           0.184011          -0.137404          -0.273622                NaN                    
              9.3           0.200755          -0.114068          -0.274347                NaN                    
              9.4           0.215417         -0.0899655          -0.272842                NaN                    
              9.5           0.227879         -0.0653153          -0.269131                NaN                    
              9.6           0.238046         -0.0403388          -0.263258                NaN                    
              9.7           0.245845         -0.0152594          -0.255283                NaN                    
              9.8           0.251223          0.0096999          -0.245284                NaN                    
              9.9           0.254153          0.0343183          -0.233354                NaN                    
               10            0.25463          0.0583794          -0.219603                NaN                    
             10.1           0.252672          0.0816727          -0.204154                NaN                    
             10.2            0.24832           0.103996          -0.187146                NaN                    
             10.3           0.241636           0.125157          -0.168729                NaN                    
             10.4           0.232704           0.144974          -0.149065                NaN                    
             10.5           0.221629            0.16328          -0.128326                NaN                    
             10.6           0.208535           0.179921          -0.106693                NaN                    
             10.7           0.193564            0.19476         -0.0843532                NaN                    
             10.8           0.176875           0.207676         -0.0614994                NaN                    
             10.9            0.15864           0.218566         -0.0383286                NaN                    
               11           0.139048           0.227348         -0.0150395                NaN                    
             11.1           0.118295           0.233957         0.00816852                NaN                    
             11.2          0.0965896           0.238349          0.0310976                NaN                    
             11.3          0.0741472           0.240502          0.0535529                NaN                    
             11.4          0.0511881           0.240411          0.0753442                NaN                    
             11.5          0.0279359           0.238095          0.0962878                NaN                    
             11.6         0.00461559           0.233592           0.116208                NaN                    
             11.7         -0.0185491           0.226959           0.134938                NaN                    
             11.8         -0.0413375           0.218272           0.152323                NaN                    
             11.9          -0.063534           0.207627            0.16822                NaN                    
               12         -0.0849305           0.195137           0.182499                NaN                    
             12.1          -0.105328            0.18093           0.195045                NaN                    
             12.2          -0.124538            0.16515           0.205759                NaN                    
             12.3          -0.142385           0.147955           0.214558                NaN                    
             12.4          -0.158708           0.129514           0.221376                NaN                    
             12.5          -0.173361           0.110008           0.226165                NaN                    
             12.6          -0.186217          0.0896258           0.228896                NaN                    
             12.7          -0.197165          0.0685631           0.229557                NaN                    
             12.8          -0.206113          0.0470214           0.228154                NaN                    
             12.9          -0.212989           0.025205           0.224713                NaN                    
               13          -0.217744         0.00331982           0.219276                NaN                    
             13.1          -0.220347         -0.0184289           0.211906                NaN                    
             13.2          -0.220787         -0.0398384           0.202679                NaN                    
             13.3          -0.219077         -0.0607102           0.191689                NaN                    
             13.4          -0.215248         -0.0808521           0.179045                NaN                    
             13.5          -0.209352           -0.10008           0.164872                NaN                    
             13.6          -0.201462          -0.118218           0.149307                NaN                    
             13.7          -0.191667          -0.135104           0.132498                NaN                    
             13.8          -0.180076          -0.150587           0.114604                NaN                    
             13.9          -0.166814          -0.164529           0.095794                NaN                    
               14           -0.15202          -0.176809          0.0762444                NaN                    
             14.1          -0.135849          -0.187323          0.0561368                NaN                    
             14.2          -0.118466          -0.195982          0.0356573                NaN                    
             14.3           -0.10005          -0.202715          0.0149948                NaN                    
             14.4         -0.0807853          -0.207472         -0.0056614                NaN                    
             14.5         -0.0608649           -0.21022         -0.0261226                NaN                    
             14.6          -0.040487          -0.210945         -0.0462027                NaN                    
             14.7         -0.0198526          -0.209653         -0.0657202                NaN                    
             14.8        0.000836005           -0.20637         -0.0844994                NaN                    
             14.9          0.0213771          -0.201137          -0.102372                NaN                    
               15          0.0415717          -0.194018          -0.119179                NaN                    
             15.1          0.0612255          -0.185092          -0.134772                NaN                    
             15.2          0.0801505          -0.174453          -0.149014                NaN                    
             15.3           0.098167          -0.162215          -0.161781                NaN                    
             15.4           0.115105          -0.148503          -0.172963                NaN                    
             15.5           0.130807          -0.133457          -0.182467                NaN                    
             15.6           0.145126          -0.117228          -0.190214                NaN                    
             15.7           0.157932         -0.0999783           -0.19614                NaN                    
             15.8           0.169109         -0.0818788          -0.200203                NaN                    
             15.9           0.178559         -0.0631074          -0.202373                NaN                    
               16           0.186199         -0.0438475          -0.202642                NaN                    
             16.1           0.191965         -0.0242862          -0.201016                NaN                    
             16.2           0.195813        -0.00461251          -0.197522                NaN                    
